Number,TA_1_ID,TA_2_ID,TA 1 - Q1 Grade,TA 1 - Q2 Grade,TA 1 - Q3 Grade,TA 1 - Total Grade,TA 2 - Q1 Grade,TA 2 - Q2 Grade,TA 2 - Q3 Grade,TA 2 - Total Grade,Average Grade
289,TA_13,TA_14,12.0,0.0,0.0,12.0,5.0,1.0,1.0,7.0,9.5
290,TA_13,TA_14,22.0,16.0,23.0,61.0,19.5,17.0,19.0,55.5,58.25
291,TA_13,TA_14,23.0,8.0,0.0,31.0,18.0,7.5,0.0,25.5,28.25
292,TA_13,TA_14,14.0,12.0,23.0,49.0,14.5,13.0,15.5,43.0,46.0
293,TA_13,TA_14,15.0,5.0,7.0,27.0,9.5,7.0,4.0,20.5,23.75
294,TA_13,TA_14,15.0,0.0,20.0,35.0,7.0,7.0,14.0,28.0,31.5
295,TA_13,TA_14,20.0,8.0,23.0,51.0,16.0,9.5,18.5,44.0,47.5
296,TA_13,TA_14,25.0,16.0,22.0,63.0,20.0,14.0,22.0,56.0,59.5
297,TA_13,TA_14,22.0,16.0,15.0,53.0,21.0,14.0,10.5,45.5,49.25
298,TA_13,TA_14,15.0,12.0,17.0,44.0,17.0,11.0,6.5,34.5,39.25
299,TA_13,TA_14,20.0,10.0,8.0,38.0,10.0,9.0,9.5,28.5,33.25
300,TA_13,TA_14,10.0,0.0,10.0,20.0,3.0,5.0,2.0,10.0,15.0
301,TA_13,TA_14,10.0,8.0,15.0,33.0,15.0,2.0,4.5,21.5,27.25
302,TA_13,TA_14,7.0,8.0,12.0,27.0,4.5,5.0,5.5,15.0,21.0
303,TA_13,TA_14,23.0,16.0,15.0,54.0,21.0,5.5,12.0,38.5,46.25
304,TA_13,TA_14,15.0,8.0,12.0,35.0,10.0,0.0,8.0,18.0,26.5
305,TA_13,TA_14,16.0,5.0,8.0,29.0,7.5,0.0,4.0,11.5,20.25
306,TA_13,TA_14,15.0,10.0,10.0,35.0,7.5,9.0,0.0,16.5,25.75
307,TA_13,TA_14,7.0,12.0,8.0,27.0,3.0,0.0,0.0,3.0,15.0
308,TA_13,TA_14,19.0,6.0,16.0,41.0,6.0,0.0,5.0,11.0,26.0
309,TA_13,TA_14,15.0,16.0,16.0,47.0,8.0,3.0,4.0,15.0,31.0
310,TA_13,TA_14,23.0,12.0,10.0,45.0,4.0,0.0,0.0,4.0,24.5
311,TA_15,TA_16,18.0,9.5,5.0,32.5,14.0,6.25,4.0,24.25,28.375
312,TA_15,TA_16,10.5,13.5,7.0,31.0,0.0,6.5,6.25,12.75,21.875
313,TA_15,TA_16,17.5,13.0,13.5,44.0,15.5,14.0,16.5,46.0,45.0
