Number,TA_1_ID,TA_2_ID,TA 1 - Q1 Grade,TA 1 - Q2 Grade,TA 1 - Q3 Grade,TA 1 - Total Grade,TA 2 - Q1 Grade,TA 2 - Q2 Grade,TA 2 - Q3 Grade,TA 2 - Total Grade,Average Grade
875,TA_38,TA_48,8.5,8.5,7.5,24.5,8.0,8.0,6.0,22.0,23.25
876,TA_38,TA_51,16.0,12.5,11.5,40.0,15.0,14.0,5.0,34.0,37.0
877,TA_38,TA_48,18.0,12.5,19.5,50.0,16.0,12.0,16.0,44.0,47.0
878,TA_38,TA_46,12.0,11.5,7.5,31.0,16.0,12.5,7.0,35.5,33.25
879,TA_38,TA_48,12.5,15.5,15.0,43.0,10.0,13.0,16.0,39.0,41.0
880,TA_38,TA_51,14.0,10.5,21.0,45.5,13.0,14.0,21.25,48.25,46.875
881,TA_38,TA_48,9.0,7.5,10.0,26.5,2.0,0.0,12.0,14.0,20.25
882,TA_38,TA_46,20.0,14.0,19.0,53.0,14.0,14.0,15.0,43.0,48.0
883,TA_38,TA_33,19.0,14.0,14.0,47.0,18.0,13.0,15.0,46.0,46.5
884,TA_38,TA_48,16.5,14.0,18.0,48.5,18.0,14.0,16.0,48.0,48.25
885,TA_40,TA_41,14.0,12.0,5.0,31.0,17.0,13.5,6.5,37.0,34.0
886,TA_40,TA_41,9.0,8.75,0.0,17.75,9.0,8.5,0.5,18.0,17.875
887,TA_40,TA_41,25.0,17.0,8.5,50.5,25.5,17.0,7.5,50.0,50.25
888,TA_40,TA_41,5.0,0.0,4.0,9.0,9.0,0.0,6.5,15.5,12.25
889,TA_40,TA_41,15.0,0.0,15.0,30.0,18.5,0.0,15.5,34.0,32.0
890,TA_40,TA_41,14.0,9.0,3.0,26.0,16.5,10.0,3.5,30.0,28.0
891,TA_40,TA_41,9.0,7.0,0.0,16.0,13.5,5.5,0.5,19.5,17.75
892,TA_40,TA_41,25.5,17.0,12.0,54.5,23.5,17.0,13.0,53.5,54.0
893,TA_40,TA_41,10.0,6.75,0.0,16.75,10.5,5.5,0.0,16.0,16.375
894,TA_40,TA_41,22.0,17.0,17.5,56.5,23.0,17.0,16.5,56.5,56.5
895,TA_40,TA_41,11.5,12.5,18.0,42.0,14.5,10.5,19.0,44.0,43.0
896,TA_40,TA_41,20.0,14.0,17.0,51.0,19.0,14.0,17.5,50.5,50.75
897,TA_40,TA_33,11.0,10.75,5.5,27.25,12.0,12.0,9.0,33.0,30.125
898,TA_40,TA_41,8.5,13.0,4.0,25.5,11.0,11.5,4.5,27.0,26.25
899,TA_40,TA_41,13.0,13.0,12.5,38.5,18.0,6.0,13.5,37.5,38.0
900,TA_40,TA_41,9.0,8.25,6.0,23.25,11.0,6.5,11.5,29.0,26.125
901,TA_40,TA_41,14.5,0.0,10.5,25.0,15.0,0.0,15.0,30.0,27.5
902,TA_40,TA_41,13.5,11.0,10.0,34.5,15.5,13.5,13.0,42.0,38.25
903,TA_40,TA_33,4.5,3.0,5.5,13.0,8.5,1.0,8.0,17.5,15.25
904,TA_40,TA_41,16.5,8.5,3.0,28.0,19.5,9.0,6.5,35.0,31.5
905,TA_40,TA_41,12.5,8.5,7.0,28.0,11.0,8.5,10.0,29.5,28.75
906,TA_40,TA_41,17.0,8.0,11.0,36.0,17.0,7.5,12.0,36.5,36.25
907,TA_40,TA_41,15.5,13.0,16.0,44.5,19.0,13.0,16.0,48.0,46.25
908,TA_40,TA_41,6.5,11.25,5.5,23.25,11.5,11.5,10.5,33.5,28.375
909,TA_40,TA_41,17.0,17.0,6.0,40.0,16.5,16.0,7.5,40.0,40.0
910,TA_40,TA_41,10.0,12.25,2.0,24.25,15.0,13.0,2.0,30.0,27.125
911,TA_40,TA_41,11.5,12.5,14.0,38.0,16.0,12.0,12.0,40.0,39.0
912,TA_40,TA_41,11.0,6.75,5.5,23.25,16.0,6.5,7.0,29.5,26.375
913,TA_40,TA_41,9.0,9.5,2.0,20.5,11.0,7.5,2.5,21.0,20.75
914,TA_40,TA_41,3.0,4.0,10.0,17.0,9.0,4.0,12.5,25.5,21.25
915,TA_40,TA_41,12.5,12.0,11.0,35.5,17.5,10.5,10.5,38.5,37.0
916,TA_40,TA_41,3.0,5.5,2.5,11.0,3.0,5.5,4.5,13.0,12.0
917,TA_40,TA_41,4.5,11.0,12.0,27.5,9.0,11.0,14.0,34.0,30.75
918,TA_40,TA_41,14.0,13.5,10.5,38.0,16.5,14.0,14.5,45.0,41.5
919,TA_40,TA_41,12.5,14.0,8.0,34.5,15.5,14.0,8.0,37.5,36.0
920,TA_40,TA_41,20.0,11.75,10.0,41.75,20.0,11.5,10.0,41.5,41.625
921,TA_40,TA_41,24.0,16.25,20.5,60.75,25.5,15.5,21.5,62.5,61.625
922,TA_40,TA_41,13.0,17.0,19.0,49.0,15.0,17.0,20.0,52.0,50.5
923,TA_40,TA_41,4.0,5.5,4.0,13.5,7.0,10.5,8.0,25.5,19.5
924,TA_40,TA_41,2.5,0.0,2.0,4.5,4.25,2.0,1.5,7.75,6.125
925,TA_40,TA_41,7.0,6.25,10.5,23.75,9.0,7.0,15.0,31.0,27.375
926,TA_40,TA_41,8.0,10.0,12.5,30.5,10.0,14.0,12.5,36.5,33.5
927,TA_40,TA_41,11.5,8.75,6.0,26.25,9.5,9.0,7.0,25.5,25.875
928,TA_40,TA_41,19.0,12.75,18.0,49.75,17.0,13.5,14.5,45.0,47.375
929,TA_40,TA_41,12.5,0.0,0.0,12.5,10.5,0.0,0.0,10.5,11.5
930,TA_40,TA_41,20.0,13.0,18.0,51.0,20.5,11.5,18.0,50.0,50.5
931,TA_42,TA_43,20.0,14.0,6.0,40.0,20.0,12.5,12.0,44.5,42.25
932,TA_42,TA_43,11.5,9.0,2.0,22.5,14.5,9.5,3.0,27.0,24.75
933,TA_42,TA_43,0.0,1.0,0.0,1.0,1.5,4.0,0.0,5.5,3.25
934,TA_42,TA_43,2.0,4.0,0.5,6.5,6.0,6.5,1.0,13.5,10.0
935,TA_42,TA_43,3.0,5.0,2.0,10.0,9.0,5.0,2.0,16.0,13.0
936,TA_42,TA_43,3.0,0.0,4.0,7.0,5.5,6.5,7.0,19.0,13.0
937,TA_42,TA_43,9.0,0.0,5.0,14.0,13.5,0.0,7.0,20.5,17.25
938,TA_42,TA_43,9.0,13.0,16.0,38.0,10.5,12.0,17.5,40.0,39.0
939,TA_42,TA_43,5.0,9.0,6.0,20.0,8.0,11.0,5.0,24.0,22.0
940,TA_42,TA_43,8.0,5.0,0.0,13.0,15.5,4.5,0.0,20.0,16.5
941,TA_42,TA_43,6.0,17.0,10.0,33.0,9.5,17.0,21.5,48.0,40.5
942,TA_42,TA_43,7.0,12.0,6.0,25.0,6.0,12.0,5.0,23.0,24.0
943,TA_42,TA_43,3.5,1.5,2.0,7.0,2.5,1.0,2.0,5.5,6.25
944,TA_42,TA_43,4.0,4.0,0.0,8.0,5.0,8.5,0.0,13.5,10.75
945,TA_42,TA_43,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,2.5
946,TA_42,TA_43,6.0,5.0,0.0,11.0,4.0,6.5,0.0,10.5,10.75
947,TA_42,TA_43,6.0,12.0,8.0,26.0,5.5,11.5,8.5,25.5,25.75
948,TA_42,TA_43,5.0,4.0,0.0,9.0,11.0,8.0,17.5,36.5,22.75
949,TA_42,TA_43,9.0,7.0,5.0,21.0,16.0,7.0,7.0,30.0,25.5
950,TA_42,TA_43,13.0,9.0,5.0,27.0,16.5,8.5,5.0,30.0,28.5
951,TA_42,TA_43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
952,TA_42,TA_43,2.0,5.0,0.0,7.0,2.0,6.0,0.0,8.0,7.5
953,TA_42,TA_43,21.0,12.0,15.0,48.0,16.0,12.0,18.0,46.0,47.0
954,TA_42,TA_43,15.0,4.0,4.0,23.0,15.0,3.5,4.0,22.5,22.75
955,TA_42,TA_43,8.0,7.0,0.0,15.0,13.0,7.0,0.0,20.0,17.5
956,TA_42,TA_43,15.0,12.0,5.0,32.0,12.5,10.0,10.0,32.5,32.25
957,TA_42,TA_43,7.0,5.0,4.0,16.0,13.0,13.0,17.0,43.0,29.5
958,TA_42,TA_43,6.0,6.0,11.0,23.0,5.5,3.5,14.0,23.0,23.0
959,TA_42,TA_43,9.0,11.5,16.0,36.5,11.0,14.0,19.0,44.0,40.25
960,TA_42,TA_43,9.0,0.0,2.5,11.5,10.0,8.5,2.0,20.5,16.0
961,TA_42,TA_43,0.0,17.0,20.0,37.0,2.0,17.0,20.5,39.5,38.25
962,TA_42,TA_43,4.0,2.0,2.0,8.0,13.0,5.0,18.0,36.0,22.0
963,TA_42,TA_43,20.0,11.5,19.0,50.5,17.5,13.5,16.0,47.0,48.75
964,TA_42,TA_43,18.0,12.0,3.0,33.0,17.0,12.0,3.0,32.0,32.5
965,TA_42,TA_43,2.0,8.0,2.0,12.0,1.0,5.0,3.0,9.0,10.5
966,TA_42,TA_43,6.0,8.0,7.0,21.0,10.0,10.0,8.0,28.0,24.5
967,TA_42,TA_43,24.0,17.0,9.0,50.0,25.0,17.0,10.0,52.0,51.0
968,TA_42,TA_43,9.0,0.0,0.0,9.0,11.5,0.0,2.0,13.5,11.25
969,TA_44,TA_33,21.0,0.0,8.5,29.5,21.0,17.0,12.0,50.0,39.75
970,TA_44,TA_41,20.0,13.5,11.0,44.5,16.0,14.0,12.5,42.5,43.5
971,TA_44,TA_43,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
972,TA_44,TA_33,6.0,0.0,3.5,9.5,3.0,0.0,4.0,7.0,8.25
973,TA_44,TA_33,18.5,17.0,20.0,55.5,21.0,17.0,17.0,55.0,55.25
974,TA_44,TA_33,12.5,9.0,4.5,26.0,13.0,9.0,4.0,26.0,26.0
975,TA_44,TA_33,9.5,8.5,7.5,25.5,18.0,9.5,11.0,38.5,32.0
976,TA_44,TA_41,5.5,0.0,0.0,5.5,4.0,0.0,0.0,4.0,4.75
977,TA_44,TA_33,8.5,1.0,11.0,20.5,7.0,0.0,9.0,16.0,18.25
978,TA_44,TA_43,10.5,6.0,10.5,27.0,9.0,8.5,8.0,25.5,26.25
979,TA_44,TA_33,9.5,8.5,6.5,24.5,8.0,11.0,6.0,25.0,24.75
980,TA_44,TA_33,14.0,0.0,0.0,14.0,11.0,0.0,0.0,11.0,12.5
981,TA_44,TA_33,17.5,13.0,19.0,49.5,18.0,17.0,17.0,52.0,50.75
982,TA_44,TA_33,5.5,4.0,0.5,10.0,2.5,4.0,1.5,8.0,9.0
983,TA_44,TA_51,15.0,12.5,11.5,39.0,12.5,12.0,11.75,36.25,37.625
984,TA_44,TA_41,8.5,10.0,11.5,30.0,7.5,10.0,12.0,29.5,29.75
985,TA_44,TA_33,10.0,9.0,12.5,31.5,11.5,13.0,11.0,35.5,33.5
986,TA_44,TA_33,16.0,9.0,13.5,38.5,10.0,11.5,9.0,30.5,34.5
987,TA_44,TA_33,15.5,10.5,8.5,34.5,16.0,12.5,9.0,37.5,36.0
988,TA_44,TA_33,19.0,14.0,0.0,33.0,23.5,14.0,0.0,37.5,35.25
989,TA_44,TA_33,16.0,9.5,0.0,25.5,20.0,11.5,0.0,31.5,28.5
990,TA_44,TA_33,7.5,8.5,10.0,26.0,5.0,8.5,11.0,24.5,25.25
991,TA_44,TA_33,9.0,7.5,3.5,20.0,13.0,10.0,3.0,26.0,23.0
992,TA_44,TA_33,19.5,15.0,19.0,53.5,19.0,16.0,17.0,52.0,52.75
993,TA_44,TA_33,8.0,6.0,11.0,25.0,5.0,8.5,11.0,24.5,24.75
994,TA_44,TA_33,23.0,13.5,17.5,54.0,23.0,17.0,19.0,59.0,56.5
995,TA_44,TA_48,15.5,12.5,25.0,53.0,19.0,13.0,19.0,51.0,52.0
996,TA_44,TA_46,11.5,12.0,12.0,35.5,15.5,14.0,8.0,37.5,36.5
997,TA_44,TA_33,13.0,10.0,17.0,40.0,20.0,10.0,10.5,40.5,40.25
998,TA_45,TA_16,21.588,12.736,13.846,48.17,6.5,8.0,13.0,27.5,37.835
999,TA_45,TA_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,TA_45,TA_8,20.72,8.896,15.87,45.486,14.0,12.45,12.75,39.2,42.343
1001,TA_45,TA_8,11.48,4.48,0.0,15.96,3.0,0.0,0.0,3.0,9.48
1002,TA_45,TA_14,17.304,11.2,15.295,43.799,8.0,0.0,8.5,16.5,30.1495
1003,TA_45,TA_6,20.02,0.0,0.0,20.02,10.0,0.0,0.0,10.0,15.01
1004,TA_45,TA_4,29.4,16.0,23.046,68.446,22.0,17.0,17.75,56.75,62.598
1005,TA_45,TA_20,17.864,9.856,0.0,27.72,15.0,11.5,0.0,26.5,27.11
1006,TA_45,TA_8,28.0,4.48,15.272,47.752,8.25,1.0,7.5,16.75,32.251000000000005
1007,TA_45,TA_10,25.48,11.776,21.712,58.968,14.0,12.0,16.0,42.0,50.484
1008,TA_45,TA_4,29.4,0.0,10.12,39.519999999999996,16.0,0.0,5.5,21.5,30.509999999999998
1009,TA_45,TA_6,14.84,0.0,0.0,14.84,7.0,0.0,0.0,7.0,10.92
1010,TA_45,TA_10,15.68,16.0,16.79,48.47,10.5,14.0,5.0,29.5,38.985
1011,TA_45,TA_14,25.2,11.2,16.1,52.5,18.0,0.0,2.0,20.0,36.25
1012,TA_45,TA_14,26.6,8.896,12.282,47.778000000000006,16.0,9.5,11.0,36.5,42.139
1013,TA_45,TA_14,10.976,6.24,0.0,17.216,11.0,7.0,0.0,18.0,17.608
1014,TA_45,TA_4,22.4,13.12,22.77,58.28999999999999,17.0,16.0,16.5,49.5,53.894999999999996
1015,TA_45,TA_16,17.668,12.736,12.88,43.284,14.5,8.5,7.0,30.0,36.641999999999996
1016,TA_45,TA_6,24.64,15.04,20.7,60.379999999999995,21.0,13.5,15.75,50.25,55.315
1017,TA_45,TA_8,28.0,11.2,24.15,63.35,20.0,16.0,20.5,56.5,59.925
1018,TA_45,TA_4,25.48,16.0,22.54,64.02000000000001,24.0,17.0,21.0,62.0,63.010000000000005
1019,TA_45,TA_14,24.976,12.736,12.558,50.27,14.5,12.0,6.0,32.5,41.385000000000005
1020,TA_45,TA_14,17.192,11.2,0.0,28.392,14.0,12.5,0.0,26.5,27.445999999999998
1021,TA_45,TA_2,0.0,2.944,0.0,2.944,0.0,0.0,0.0,0.0,1.472
1022,TA_45,TA_14,26.32,12.736,8.74,47.796,10.0,11.0,6.0,27.0,37.397999999999996
1023,TA_45,TA_16,16.184,11.776,16.744,44.704,16.5,9.5,13.5,39.5,42.102000000000004
1024,TA_45,TA_10,20.02,8.576,4.6,33.196,5.0,1.0,2.0,8.0,20.598
1025,TA_45,TA_8,29.4,9.856,5.98,45.236000000000004,22.5,10.9,4.0,37.4,41.318
1026,TA_45,TA_8,17.64,11.2,7.084,35.924,5.0,11.75,4.5,21.25,28.587
1027,TA_45,TA_6,15.68,12.64,17.02,45.34,8.5,6.75,13.25,28.5,36.92
1028,TA_45,TA_10,19.712,10.368,12.328,42.408,5.0,5.0,4.0,14.0,28.204
1029,TA_45,TA_20,28.0,10.24,15.939,54.179,14.5,10.0,9.0,33.5,43.8395
1030,TA_45,TA_16,23.52,3.136,15.18,41.836,0.0,8.5,12.0,20.5,31.168
1031,TA_45,TA_20,24.92,9.856,13.846,48.622,14.5,12.0,8.0,34.5,41.561
1032,TA_45,TA_8,24.92,0.0,8.05,32.97,10.25,0.0,3.0,13.25,23.11
1033,TA_45,TA_10,28.0,14.4,19.32,61.72,22.0,14.0,16.0,52.0,56.86
1034,TA_45,TA_10,26.32,11.2,19.412,56.931999999999995,21.0,14.0,18.0,53.0,54.965999999999994
1035,TA_39,TA_2,14.5,14.0,13.0,41.5,13.5,10.0,10.5,34.0,37.75
1036,TA_39,TA_2,13.0,10.0,6.5,29.5,14.5,6.5,6.0,27.0,28.25
1037,TA_39,TA_2,18.0,11.25,14.5,43.75,14.5,10.0,11.5,36.0,39.875
1038,TA_39,TA_2,4.0,12.0,4.0,20.0,5.5,11.0,5.5,22.0,21.0
