run_id,source,model,use_solution,use_guidelines,use_reasoning,use_breakdown,strictness,temperature,runs,few_shot,n_graded,n_valid_vs_TA,mean_total_score,std_total_score,MAE_vs_TA_avg,MAE_CI95_lo,MAE_CI95_hi,bias_vs_TA_avg,zero_rate,AI_TA_pearson_r,behaviour,n_failed,Q1_MAE_vs_TA,Q2_MAE_vs_TA,Q3_MAE_vs_TA,Q1_mean,Q2_mean,Q3_mean,Q4_mean
E01,gemini,flash-lite,1,1,0,1,neutral,0.0,5,0,549,549,24.375227686703095,6.116449505695964,3.384016393442623,3.1857786885245902,3.592444216757741,-1.8474043715846993,0.0036429872495446266,0.8569550599316946,graded,2,1.5120766488413546,2.257345132743363,1.4596702317290553,8.498217468805704,6.598230088495575,9.27361853832442,0.0
E02,gemini,flash-lite,1,1,0,1,neutral,0.5,5,0,563,563,24.018985945473514,5.85453589124169,3.5067442696439146,3.3105362252953285,3.7099983700555415,-2.1990868786827935,0.0017761989342806395,0.8598502985679924,graded,1,1.4943393205235311,2.4058563184663537,1.4598628379711862,8.43219089390142,6.42764329029734,9.148736925202288,0.0
E03,gemini,flash-lite,1,1,0,1,neutral,0.7,5,0,563,563,23.90227064478841,5.761610641565483,3.596638966421382,3.4032319948405645,3.790601616904902,-2.315802179367899,0.0017761989342806395,0.85968810161501,graded,1,1.5156756474519633,2.4343173625083834,1.4425614621218528,8.396165065441382,6.399837567069081,9.094238983337563,0.0
F01,gemini,flash-lite,1,1,1,1,strict,0.0,1,0,570,570,22.753982456140353,7.71647414405442,3.7272017543859652,3.496985307017544,3.9786967105263153,-3.2811491228070175,0.0035087719298245615,0.8981078229885424,graded,2,1.6235701754385965,1.0730087719298245,1.8061491228070177,7.448622807017544,8.008394736842105,7.2969649122807025,0.0
F02,gemini,3.1-pro-preview,1,1,0,1,lenient,0.0,1,0,570,570,26.856587719298247,6.943771378962125,1.791368421052632,1.6186462719298245,1.9543552631578944,0.8214561403508772,0.0035087719298245615,0.938051266491011,graded,2,0.7580701754385966,0.595140350877193,1.0933333333333335,8.784298245614035,8.984614035087718,9.087675438596492,0.0
F03,gemini,3.1-pro-preview,1,1,0,1,strict,0.0,1,0,570,570,23.94394736842105,8.134052250125386,2.7482894736842107,2.5065635964912283,2.9905767543859647,-2.0911842105263156,0.0035087719298245615,0.9059855276445754,graded,2,0.9655263157894736,0.731842105263158,1.7215350877192983,8.231666666666667,8.385964912280702,7.326315789473684,0.0
G01,gemini,3-flash-preview,0,1,0,1,neutral,0.0,1,0,98,98,28.153316326530614,5.742642802997891,1.6329081632653062,1.3155548469387757,2.0229783163265305,0.7145408163265305,0.0,0.9459616953941156,graded,0,0.6992424242424242,0.5303030303030303,1.1235,9.105050505050505,9.22979797979798,9.70625,0.0
G02,gemini,3-flash-preview,1,0,0,1,neutral,0.0,1,0,99,99,28.169191919191913,5.792449594042737,1.6007575757575756,1.3037500000000002,1.9326388888888888,0.7906565656565656,0.0,0.9549395203164147,graded,0,0.66,0.59575,0.9810606060606057,9.097750000000001,9.32175,9.692424242424241,0.0
G03,gemini,3-flash-preview,1,1,1,1,neutral,0.0,1,0,100,100,27.131000000000004,6.813915611423138,1.3895,1.1812375,1.6140187499999998,-0.12499999999999996,0.0,0.9650353550866662,graded,0,0.6977500000000001,0.5245000000000001,0.7917500000000001,8.826,9.160499999999999,9.1445,0.0
G04,gemini,3-flash-preview,1,1,0,0,neutral,0.0,1,0,100,100,27.188249999999996,6.728725785350778,1.24725,1.0122437499999999,1.5052625000000004,-0.06774999999999995,0.0,0.9660979728042923,graded,0,0.69675,0.5695,0.8759999999999999,8.921,9.118500000000001,9.14875,0.0
K01,gemini,flash-lite,1,1,0,1,neutral,0.0,1,2,567,567,27.130511463844798,5.488055959855723,3.0315255731922397,2.827504409171076,3.236300705467372,1.0925485008818343,0.001763668430335097,0.8608230791706931,graded,1,1.792719298245614,1.0464788732394366,1.318848857644991,9.939912280701755,8.439260563380282,8.748242530755713,0.0
