run_id,source,model,use_solution,use_guidelines,use_reasoning,use_breakdown,strictness,temperature,runs,few_shot,n_graded,n_valid_vs_TA,mean_total_score,std_total_score,MAE_vs_TA_avg,MAE_CI95_lo,MAE_CI95_hi,bias_vs_TA_avg,zero_rate,AI_TA_pearson_r,behaviour,n_failed,Q1_MAE_vs_TA,Q2_MAE_vs_TA,Q3_MAE_vs_TA,Q1_mean,Q2_mean,Q3_mean,Q4_mean
L-MP08,local,mistral-small-24b,1,1,0,1,mpfair,0.0,1,0,570,570,0.9815789473684211,3.3343439947202786,25.05355263157895,24.477289473684213,25.640803728070175,-25.05355263157895,0.9087719298245615,0.26576595491294114,near-refusal,518,8.215701754385966,8.623859649122808,8.220570175438597,0.5780701754385965,0.08333333333333333,0.3201754385964912,0.0
L-MP09,local,mistral-small-24b,1,1,0,1,mpnoclause,0.0,1,0,570,570,15.699122807017543,4.3710080077968385,10.400043859649122,10.062747807017542,10.727924342105263,-10.336008771929825,0.0035087719298245615,0.852364105091844,collapse,2,3.295877192982456,3.9966666666666675,3.3703070175438596,5.591228070175439,4.741228070175438,5.366666666666666,0.0
L-MP10,local,mistral-small-24b,1,1,0,1,mpnharsh,0.0,1,0,570,570,22.721052631578946,5.188392372424268,4.233464912280701,4.016354166666667,4.458597587719299,-3.314078947368421,0.0035087719298245615,0.872101446795551,graded,2,1.570438596491228,2.1365789473684207,1.715219298245614,8.24736842105263,6.71578947368421,7.757894736842105,0.0
L-MP11,local,llama-3.3-70b,1,1,0,1,mpstrict,0.0,1,0,570,570,13.376315789473685,7.538306423287972,12.671973684210526,12.282627192982455,13.066589912280703,-12.658815789473683,0.10701754385964912,0.7920372319997182,collapse,61,5.120087719298246,3.7201754385964914,3.9749561403508777,3.707894736842105,5.0096491228070175,4.658771929824561,0.0
L-MP12,local,llama-3.3-70b,1,1,0,1,mprigorous,0.0,1,0,570,570,14.685964912280701,7.464301416759841,11.372850877192981,11.003156798245614,11.742654605263159,-11.349166666666665,0.0824561403508772,0.8188597860831084,collapse,47,4.756929824561404,3.2103508771929827,3.574078947368421,4.078070175438596,5.527192982456141,5.080701754385965,0.0
L-MP13,local,llama-3.3-70b,1,1,0,1,mpfair,0.0,1,0,570,570,14.648245614035087,7.579250099192235,11.408815789473683,11.039985745614036,11.782247807017544,-11.38688596491228,0.08771929824561403,0.815014334492367,collapse,50,4.813070175438596,3.2235087719298248,3.5517105263157895,4.018421052631579,5.515789473684211,5.114035087719298,0.0
L-MP14,local,llama-3.3-70b,1,1,0,1,mpnoclause,0.0,1,0,570,570,18.00964912280702,5.037416578144544,8.137763157894737,7.827224780701754,8.427435307017543,-8.02548245614035,0.008771929824561403,0.8587815942277021,collapse,5,3.2510526315789474,2.683684210526316,2.6916228070175436,5.709649122807018,6.081578947368421,6.218421052631579,0.0
L-MP15,local,llama-3.3-70b,1,1,0,1,mpnharsh,0.0,1,0,570,570,22.32017543859649,4.911039531886727,4.598640350877193,4.383923245614035,4.810713815789474,-3.7149561403508766,0.005263157894736842,0.872792258864426,graded,3,1.88140350877193,1.6478070175438597,2.0401315789473684,7.641228070175439,7.383333333333334,7.295614035087719,0.0
L-MP16,local,glm-4-32b,1,1,0,1,mpstrict,0.0,1,0,570,570,19.428070175438595,9.900875223352143,7.018640350877193,6.578588815789473,7.4865307017543845,-6.607061403508771,0.06491228070175438,0.8159022439810732,graded,37,3.4421929824561404,3.1725438596491227,1.7753947368421052,5.553508771929825,6.464912280701754,7.409649122807018,0.0
L-MP17,local,glm-4-32b,1,1,0,1,mprigorous,0.0,1,0,570,570,18.914912280701753,9.580628453104703,7.430921052631579,6.997702850877193,7.856233552631578,-7.120219298245614,0.05263157894736842,0.8110162657173317,graded,30,3.4560526315789475,3.209385964912281,1.874342105263158,5.528947368421052,6.121052631578947,7.264912280701754,0.0
L-MP18,local,glm-4-32b,1,1,0,1,mpfair,0.0,1,0,570,570,20.18421052631579,9.731199068762388,6.413377192982456,6.00069298245614,6.817978070175439,-5.850921052631579,0.05087719298245614,0.8259608143615038,graded,29,3.2619298245614035,2.908157894736842,1.7498684210526314,5.770175438596492,6.922807017543859,7.491228070175438,0.0
L-MP19,local,glm-4-32b,1,1,0,1,mpnoclause,0.0,1,0,570,570,20.93421052631579,7.53582922675817,5.506710526315789,5.2162971491228065,5.825991228070176,-5.100921052631579,0.007017543859649123,0.8354228339845718,graded,4,2.8721052631578945,2.166578947368421,1.7712719298245614,6.169298245614035,7.318421052631579,7.446491228070175,0.0
L-MP20,local,glm-4-32b,1,1,0,1,mpnharsh,0.0,1,0,570,570,25.54298245614035,6.2817134848297025,2.8842543859649123,2.7066644736842105,3.079258771929824,-0.4921491228070175,0.0035087719298245615,0.8687574948198908,graded,2,1.4776315789473684,1.3660526315789474,1.3506578947368422,8.705263157894738,8.25263157894737,8.585087719298246,0.0
L-MP21,local,gemma-3-27b,1,1,0,1,mpstrict,0.0,1,0,570,570,15.61140350877193,4.318605450314783,10.493026315789473,10.11969736842105,10.850182017543862,-10.423728070175438,0.0,0.8040804068374978,collapse,0,3.0617543859649126,4.070438596491227,3.8159210526315785,5.933333333333334,4.658771929824561,5.019298245614035,0.0
L-MP22,local,gemma-3-27b,1,1,0,1,mprigorous,0.0,1,0,570,570,16.946491228070176,4.520990486381779,9.227236842105263,8.87213596491228,9.572574561403508,-9.088640350877192,0.0,0.8061656232993945,collapse,0,2.7472807017543857,3.638684210526316,3.4529385964912285,6.394298245614035,5.105701754385965,5.446491228070175,0.0
L-MP23,local,gemma-3-27b,1,1,0,1,mpfair,0.0,1,0,570,570,17.61578947368421,4.671522727689504,8.604429824561404,8.268274122807016,8.933485745614036,-8.419342105263157,0.0,0.8069619280281964,collapse,0,2.531929824561403,3.465438596491228,3.305482456140351,6.704385964912281,5.2859649122807015,5.625438596491228,0.0
L-MP24,local,gemma-3-27b,1,1,0,1,mpnoclause,0.0,1,0,570,570,16.30482456140351,3.599477415803924,9.896535087719297,9.518218201754387,10.261093201754386,-9.73030701754386,0.0,0.8004572377200793,collapse,0,2.940701754385965,3.732982456140351,3.7713596491228074,6.1346491228070175,5.021491228070175,5.148684210526316,0.0
L-MP25,local,gemma-3-27b,1,1,0,1,mpnharsh,0.0,1,0,570,570,23.678070175438595,3.720059355969802,4.559868421052632,4.339373903508772,4.793040570175438,-2.357061403508772,0.0,0.8180947908789783,graded,0,1.9863157894736843,1.7214912280701755,2.1253070175438595,8.567982456140351,7.3578947368421055,7.75219298245614,0.0
L-N01,local,qwen2.5-72b,1,1,0,1,neutral,0.0,1,0,570,570,26.223245614035086,4.765346957645183,3.1389035087719304,2.947672149122807,3.3463300438596493,0.18811403508771932,0.0017543859649122807,0.8727648868712174,graded,1,1.5493859649122808,1.2902631578947368,1.450921052631579,9.528070175438597,8.055701754385964,8.639473684210527,0.0
L-N02,local,qwen2.5-72b,1,1,0,1,strict,0.0,1,0,570,570,16.25438596491228,7.599788873569154,9.819517543859648,9.463368421052632,10.179532894736841,-9.780745614035087,0.042105263157894736,0.8154240792426058,collapse,24,3.150964912280702,3.5147368421052634,3.5319736842105267,5.936842105263158,5.21578947368421,5.101754385964912,0.0
L-N03,local,qwen2.5-72b,1,1,0,1,lenient,0.0,1,0,570,570,29.723684210526315,3.7024027402815194,4.474868421052632,4.165940789473684,4.809612938596491,3.688552631578948,0.0,0.8255624302555822,graded,0,2.1464035087719298,1.261666666666667,1.7765350877192982,10.692105263157895,9.164912280701754,9.866666666666667,0.0
L-N04,local,qwen2.5-72b,1,1,0,1,rigorous,0.0,1,0,570,570,25.746491228070177,4.964570075287093,3.091535087719298,2.9117280701754384,3.2841271929824556,-0.2886403508771929,0.0017543859649122807,0.8775665936797983,graded,1,1.4876315789473684,1.2836842105263158,1.4526754385964913,9.31842105263158,8.005263157894737,8.42280701754386,0.0
L-N05,local,qwen2.5-72b,1,1,0,1,exacting,0.0,1,0,570,570,24.462280701754388,5.200959596988223,3.431885964912281,3.2531293859649124,3.61900548245614,-1.5728508771929823,0.0035087719298245615,0.8683200984544556,graded,2,1.497719298245614,1.7339473684210527,1.5634649122807016,9.170175438596491,7.233333333333333,8.05877192982456,0.0
L-P01,local,qwen2.5-coder-32b,1,1,0,1,rigorous,0.0,1,0,570,570,17.42017543859649,5.064802902400938,8.697850877192982,8.378711622807018,9.007169956140352,-8.614956140350877,0.0017543859649122807,0.8493722403524967,collapse,1,3.076052631578947,2.6289473684210525,3.3018859649122807,5.833333333333333,6.1421052631578945,5.4447368421052635,0.0
L-P02,local,qwen2.5-coder-32b,1,1,0,1,exacting,0.0,1,0,570,570,15.835087719298246,5.069377766681548,10.234254385964912,9.908707236842105,10.555905701754387,-10.200043859649123,0.0035087719298245615,0.8461475308618032,collapse,2,3.4204385964912283,3.441666666666667,3.590921052631579,5.459649122807018,5.278070175438597,5.097368421052631,0.0
L-PS01,local,qwen2.5-coder-32b,1,1,0,1,mpframe,0.0,1,0,570,570,16.724561403508773,5.043528652242843,9.366710526315789,9.043025219298245,9.683254385964913,-9.310570175438595,0.0035087719298245615,0.8440238908551841,collapse,2,3.2678947368421047,2.8523684210526317,3.5115350877192983,5.614035087719298,5.9070175438596495,5.203508771929824,0.0
L-PS02,local,qwen2.5-coder-32b,1,1,0,1,mps2only,0.0,1,0,570,570,13.12719298245614,5.877263765150649,12.923728070175438,12.559282894736842,13.272002192982455,-12.907938596491228,0.02631578947368421,0.7979252353937762,collapse,15,4.381491228070175,3.6881578947368423,4.923201754385966,4.442105263157894,5.030701754385965,3.6543859649122807,0.0
L-PS03,local,qwen2.5-coder-32b,1,1,0,1,mpnoclause,0.0,1,0,570,570,10.48157894736842,3.7667158964937495,15.554429824561407,15.158585526315788,15.947429824561405,-15.55355263157895,0.0035087719298245615,0.7961546146107111,collapse,2,5.786754385964912,4.499298245614035,5.3425,3.0096491228070175,4.214912280701754,3.257017543859649,0.0
L-PS04,local,qwen2.5-coder-32b,1,1,0,1,mpharsh,0.0,1,0,570,570,5.775438596491228,4.382272993678773,20.259692982456144,19.785123903508772,20.72550109649123,-20.259692982456144,0.16842105263157894,0.6097832790247127,collapse,96,7.827982456140353,5.522982456140351,6.921885964912281,0.9649122807017544,3.1842105263157894,1.6263157894736842,0.0
L-PS05,local,mistral-small-24b,1,1,0,1,mpframe,0.0,1,0,570,570,20.703508771929826,5.7060990067001,5.62390350877193,5.361967105263158,5.892202850877194,-5.331622807017543,0.0035087719298245615,0.867354727554447,graded,2,1.8144736842105262,2.8087719298245615,1.919254385964912,7.540350877192982,5.96140350877193,7.201754385964913,0.0
L-PS06,local,mistral-small-24b,1,1,0,1,mps2only,0.0,1,0,570,570,0.0,0.0,26.03513157894737,25.447996710526315,26.613326754385962,-26.03513157894737,1.0,,refusal,570,8.792894736842106,8.70719298245614,8.540745614035089,0.0,0.0,0.0,0.0
L-PS07,local,mistral-small-24b,1,1,0,1,mpnoclause,0.0,1,0,570,570,15.759649122807017,4.35800617287942,10.328114035087719,9.992299342105264,10.661890350877194,-10.27548245614035,0.0035087719298245615,0.8518808032973212,collapse,2,3.2840350877192983,3.9865789473684217,3.3457456140350876,5.614912280701755,4.749122807017544,5.3956140350877195,0.0
L-PS08,local,mistral-small-24b,1,1,0,1,mpharsh,0.0,1,0,570,570,0.0043859649122807015,0.086313230689885,26.03074561403509,25.440973684210526,26.607396929824564,-26.03074561403509,0.9964912280701754,-0.007023793109947932,refusal,568,8.792894736842106,8.70719298245614,8.536359649122808,0.0,0.0,0.0043859649122807015,0.0
L-PS09,local,llama-3.1-8b,1,1,0,1,mpframe,0.0,1,0,570,570,19.097368421052632,1.7268916439058586,8.463728070175438,8.095700657894737,8.855053728070176,-6.937763157894737,0.0,0.39640355469194916,collapse,0,2.7614912280701756,3.242368421052632,3.820131578947368,7.253508771929824,5.912280701754386,5.931578947368421,0.0
L-PS10,local,llama-3.1-8b,1,1,0,1,mps2only,0.0,1,0,570,570,0.0,0.0,26.03513157894737,25.447996710526315,26.613326754385962,-26.03513157894737,1.0,,refusal,570,8.792894736842106,8.70719298245614,8.540745614035089,0.0,0.0,0.0,0.0
L-PS11,local,llama-3.1-8b,1,1,0,1,mpnoclause,0.0,1,0,570,570,2.5807017543859647,3.373312953160701,23.454429824561405,22.89143640350877,23.9884375,-23.454429824561405,0.5912280701754385,0.38946809316574216,collapse,337,6.892280701754387,8.693157894736842,7.919692982456141,1.9350877192982456,0.014035087719298246,0.631578947368421,0.0
L-PS12,local,llama-3.1-8b,1,1,0,1,mpharsh,0.0,1,0,570,570,0.0,0.0,26.03513157894737,25.447996710526315,26.613326754385962,-26.03513157894737,1.0,,refusal,570,8.792894736842106,8.70719298245614,8.540745614035089,0.0,0.0,0.0,0.0
L-Q01,local,qwen3-235b-a22b,1,1,0,1,neutral,0.0,1,0,570,570,22.476315789473684,6.498604725623098,4.094254385964912,3.872184210526316,4.318097587719298,-3.5588157894736843,0.0035087719298245615,0.8868450633821925,graded,2,1.905701754385965,1.3800000000000001,1.6011842105263157,7.2026315789473685,7.635087719298245,7.63859649122807,0.0
L-Q02,local,qwen3-235b-a22b,1,1,0,1,strict,0.0,1,0,570,570,18.79122807017544,6.771588031221962,7.315394736842105,7.009955043859648,7.611103070175438,-7.243903508771929,0.005263157894736842,0.8598509525286387,graded,3,2.724473684210526,2.319035087719298,2.6530263157894733,6.196491228070175,6.46578947368421,6.128947368421053,0.0
L-Q03,local,qwen3-235b-a22b,1,1,0,1,lenient,0.0,1,0,570,570,31.97280701754386,4.659745821675473,6.009605263157895,5.6488629385964915,6.373434210526314,5.937675438596492,0.0017543859649122807,0.7894975857912381,graded,1,2.010701754385965,1.8599122807017545,2.1890789473684213,10.77719298245614,10.52280701754386,10.67280701754386,0.0
L-Q04,local,qwen3-235b-a22b,1,1,0,1,rigorous,0.0,1,0,570,570,21.13157894736842,6.7676906859983355,5.1789035087719295,4.9184495614035075,5.4451776315789475,-4.903552631578947,0.005263157894736842,0.8754603600557309,graded,3,2.493333333333333,1.565,1.7963596491228069,6.470175438596491,7.378947368421053,7.282456140350877,0.0
L-Q05,local,qwen3-235b-a22b,1,1,0,1,exacting,0.0,1,0,570,570,19.28421052631579,6.350201399285561,6.848815789473684,6.564043859649123,7.1294100877192985,-6.750921052631578,0.005263157894736842,0.8764752371179086,graded,3,2.7336842105263153,2.2906140350877195,2.26109649122807,6.173684210526316,6.483333333333333,6.62719298245614,0.0
L-R01,local,qwen3-coder-480b,1,1,0,1,neutral,0.0,1,0,570,570,26.54561403508772,4.973689834653109,3.13969298245614,2.945077850877193,3.353676535087719,0.5104824561403509,0.0,0.8601990223254484,graded,0,1.5979824561403508,1.0753508771929825,1.543377192982456,9.137280701754387,8.514473684210527,8.893859649122806,0.0
L-R02,local,qwen3-coder-480b,1,1,0,1,strict,0.0,1,0,570,570,23.517543859649123,6.080497586446025,3.778640350877193,3.5760734649122803,3.982265350877193,-2.5175877192982457,0.0,0.8520311924297651,graded,0,1.8389473684210527,1.4166666666666667,1.6242543859649123,7.934210526315789,7.728070175438597,7.855263157894737,0.0
L-R03,local,qwen3-coder-480b,1,1,0,1,lenient,0.0,1,0,570,570,29.419736842105262,4.030805250509266,4.132938596491228,3.8292412280701758,4.4403607456140355,3.384605263157895,0.0,0.8449422767682971,graded,0,1.7524561403508772,1.2925438596491228,1.7196929824561402,9.982894736842105,9.590789473684211,9.846052631578948,0.0
L-R04,local,qwen3-coder-480b,1,1,0,1,rigorous,0.0,1,0,570,570,25.803947368421053,5.358669636992015,3.061359649122807,2.8831929824561406,3.2571940789473683,-0.2311842105263158,0.0,0.8617038413544175,graded,0,1.6183333333333334,1.0640350877192983,1.5236403508771927,8.835087719298246,8.471929824561403,8.496929824561404,0.0
L-R05,local,qwen3-coder-480b,1,1,0,1,exacting,0.0,1,0,570,570,24.475,5.750155686743849,3.325131578947369,3.142233552631579,3.5181184210526317,-1.5601315789473686,0.0,0.8625363090077287,graded,0,1.629561403508772,1.2683333333333333,1.5758333333333332,8.41359649122807,7.8921052631578945,8.169298245614035,0.0
L-S01,local,deepseek-coder-v2-lite,1,1,0,1,neutral,0.0,1,0,570,570,22.593859649122805,2.461916791052585,5.976710526315789,5.690220394736842,6.2904210526315785,-3.4412719298245613,0.0,0.6306116515741644,graded,0,2.5179824561403508,2.427982456140351,2.4918859649122806,7.757894736842105,6.778947368421052,8.057017543859649,0.0
L-S02,local,deepseek-coder-v2-lite,1,1,0,1,strict,0.0,1,0,570,570,14.169298245614035,2.6216996054586983,12.087236842105265,11.656970394736842,12.517025219298244,-11.865833333333333,0.0,0.6671161248021077,collapse,0,3.8431578947368426,4.905964912280702,3.9051315789473686,5.129824561403509,3.8947368421052633,5.144736842105263,0.0
L-S03,local,deepseek-coder-v2-lite,1,1,0,1,lenient,0.0,1,0,570,570,22.724561403508773,2.3624761890918915,5.924254385964912,5.624959429824561,6.22369298245614,-3.3105701754385963,0.0,0.6457355302877147,graded,0,2.6289473684210525,2.1794736842105262,2.4696052631578946,7.502631578947368,7.13859649122807,8.083333333333334,0.0
L-S04,local,deepseek-coder-v2-lite,1,1,0,1,rigorous,0.0,1,0,570,570,20.724561403508773,2.234792835238622,7.012149122807018,6.7026644736842105,7.338298245614035,-5.310570175438595,0.0,0.6763517042241605,graded,0,2.6405263157894736,2.772719298245614,2.779517543859649,7.116666666666666,6.364035087719298,7.243859649122807,0.0
L-S05,local,deepseek-coder-v2-lite,1,1,0,1,exacting,0.0,1,0,570,570,21.207894736842107,2.2944934746572403,6.690043859649123,6.388933114035088,7.0090888157894735,-4.827236842105263,0.0,0.6667297644674458,graded,0,2.7137719298245613,2.4655263157894733,2.7860964912280703,7.087719298245614,6.683333333333334,7.436842105263158,0.0
L-U01,local,llama-3.1-8b,1,1,0,1,neutral,0.0,1,0,570,570,20.88859649122807,1.770027690941924,7.314780701754386,6.96646600877193,7.6768453947368425,-5.146535087719298,0.0,0.449982360723171,graded,0,2.4711403508771927,3.2020175438596494,3.448201754385965,8.546491228070176,6.007017543859649,6.3350877192982455,0.0
L-U02,local,llama-3.1-8b,1,1,0,1,strict,0.0,1,0,570,570,0.0,0.0,26.03513157894737,25.447996710526315,26.613326754385962,-26.03513157894737,1.0,,refusal,570,8.792894736842106,8.70719298245614,8.540745614035089,0.0,0.0,0.0,0.0
L-U03,local,llama-3.1-8b,1,1,0,1,lenient,0.0,1,0,570,570,31.398245614035087,2.238463195835657,6.49390350877193,6.057286184210526,6.964707236842106,5.36311403508772,0.0,0.3388639103302632,graded,0,2.9632456140350882,1.6624561403508775,2.791798245614035,11.570175438596491,9.43421052631579,10.393859649122806,0.0
L-U04,local,llama-3.1-8b,1,1,0,1,rigorous,0.0,1,0,570,570,16.602631578947367,1.4929512489327792,10.312763157894736,9.875660087719298,10.744530701754384,-9.4325,0.0,0.38451369201618346,collapse,0,3.345,4.387105263157895,3.8253947368421053,6.160526315789474,4.515789473684211,5.926315789473684,0.0
L-U05,local,llama-3.1-8b,1,1,0,1,exacting,0.0,1,0,570,570,21.535087719298247,2.0713538043515083,6.894254385964912,6.574961622807018,7.226799342105265,-4.500043859649122,0.0,0.48388208943918753,graded,0,2.4543859649122806,3.2562280701754385,3.102938596491228,8.878947368421052,5.898245614035088,6.757894736842105,0.0
L-V01,local,llama-3.3-70b,1,1,0,1,neutral,0.0,1,0,570,570,22.435087719298245,4.9113580648839825,4.518026315789474,4.312353070175438,4.729463815789473,-3.600043859649122,0.005263157894736842,0.8744543344290733,graded,3,1.857719298245614,1.6559649122807016,1.9998684210526314,7.71140350877193,7.3692982456140355,7.3543859649122805,0.0
L-V02,local,llama-3.3-70b,1,1,0,1,strict,0.0,1,0,570,570,12.51842105263158,7.598221114881302,13.524605263157895,13.108539473684209,13.928434210526316,-13.516710526315789,0.13508771929824562,0.7753007322693372,collapse,77,5.536315789473684,3.9530701754385964,4.153464912280702,3.2771929824561403,4.779824561403509,4.46140350877193,0.0
L-V03,local,llama-3.3-70b,1,1,0,1,lenient,0.0,1,0,570,570,27.851754385964913,3.809322402050832,3.98890350877193,3.724516447368421,4.2789188596491226,1.8166228070175436,0.0017543859649122807,0.7965579297452509,graded,1,1.8960526315789474,1.309122807017544,1.7653070175438597,9.614912280701754,8.913157894736843,9.323684210526316,0.0
L-V04,local,llama-3.3-70b,1,1,0,1,rigorous,0.0,1,0,570,570,22.142105263157895,4.982127895992684,4.6886403508771926,4.474251096491227,4.9068125,-3.893026315789473,0.0035087719298245615,0.8744300747941999,graded,2,1.9389473684210528,1.6376315789473685,2.0339035087719295,7.489473684210527,7.331578947368421,7.321052631578947,0.0
L-V05,local,llama-3.3-70b,1,1,0,1,exacting,0.0,1,0,570,570,19.471929824561403,5.817380611848941,6.740394736842105,6.460700657894737,7.006202850877193,-6.563201754385965,0.014035087719298246,0.872169732000491,graded,8,2.416491228070176,2.531315789473684,2.455657894736842,6.673684210526316,6.245614035087719,6.552631578947368,0.0
L-W01,local,glm-4-9b,1,1,0,1,neutral,0.0,1,0,570,570,27.7140350877193,5.000507482031479,4.307412280701755,4.015700657894736,4.632426535087719,1.6789035087719297,0.0017543859649122807,0.6707815461231098,graded,1,2.4099122807017546,1.5101754385964912,2.1451315789473684,9.79298245614035,9.39298245614035,8.528070175438597,0.0
L-W02,local,glm-4-9b,1,1,0,1,strict,0.0,1,0,570,570,0.5596491228070175,2.4193391630013177,25.47548245614035,24.877605263157896,26.03972697368421,-25.47548245614035,0.9491228070175438,0.18720042925591096,near-refusal,541,8.792894736842106,8.20719298245614,8.540745614035089,0.0,0.5596491228070175,0.0,0.0
L-W03,local,glm-4-9b,1,1,0,1,lenient,0.0,1,0,570,570,32.43157894736842,1.8601507861416569,6.935482456140351,6.431799342105263,7.464361842105264,6.396447368421052,0.0,0.2784875368877086,graded,0,2.6260526315789474,1.975526315789474,2.9088157894736844,10.867543859649123,10.432456140350878,11.131578947368421,0.0
L-W04,local,glm-4-9b,1,1,0,1,rigorous,0.0,1,0,570,570,27.731578947368423,6.692916747214532,4.534342105263158,4.213396929824562,4.8665625,1.6964473684210526,0.0035087719298245615,0.6642709445904404,graded,2,2.3213157894736844,1.6831578947368422,2.5700438596491226,9.505263157894737,9.757894736842106,8.468421052631578,0.0
L-W05,local,glm-4-9b,1,1,0,1,exacting,0.0,1,0,570,570,29.83421052631579,6.362660585567155,5.183728070175438,4.800767543859649,5.568083333333333,3.7990789473684217,0.005263157894736842,0.6410364775258114,graded,3,2.4128070175438596,2.0117543859649123,2.5841666666666665,10.071052631578947,10.350877192982455,9.412280701754385,0.0
L-X01,local,glm-4-32b,1,1,0,1,neutral,0.0,1,0,570,570,26.535087719298247,6.207993917592724,2.845043859649123,2.6555054824561406,3.053161184210526,0.4999561403508772,0.0035087719298245615,0.8638719102702183,graded,2,1.4982456140350877,1.2921052631578946,1.318464912280702,9.057894736842105,8.589473684210526,8.887719298245614,0.0
L-X02,local,glm-4-32b,1,1,0,1,strict,0.0,1,0,570,570,16.602631578947367,9.947378778174192,9.658640350877194,9.15453947368421,10.190503289473686,-9.4325,0.0912280701754386,0.7682915565852714,collapse,52,4.814736842105264,3.7907894736842107,2.302763157894737,4.102631578947369,5.771929824561403,6.728070175438597,0.0
L-X03,local,glm-4-32b,1,1,0,1,lenient,0.0,1,0,570,570,31.0359649122807,4.122042577115627,5.329254385964912,4.986661184210527,5.691998903508772,5.000833333333334,0.0,0.7822255683154987,graded,0,2.159035087719298,1.4921052631578948,2.1074122807017543,10.541228070175439,9.994736842105263,10.5,0.0
L-X04,local,glm-4-32b,1,1,0,1,rigorous,0.0,1,0,570,570,26.06140350877193,6.343817947120575,2.737149122807018,2.560934210526316,2.9290526315789474,0.02627192982456142,0.0035087719298245615,0.8749621979245412,graded,2,1.4596491228070176,1.2330701754385964,1.3272368421052634,8.819298245614036,8.591228070175438,8.650877192982456,0.0
L-X05,local,glm-4-32b,1,1,0,1,exacting,0.0,1,0,570,570,23.696491228070176,7.45641913125242,3.7217105263157895,3.4860515350877193,3.961382675438596,-2.3386403508771934,0.010526315789473684,0.8425016667177887,graded,6,1.7662280701754387,1.968859649122807,1.3425877192982458,8.03859649122807,7.333333333333333,8.324561403508772,0.0
L-Y01,local,gemma-3-27b,1,1,0,1,neutral,0.0,1,0,570,570,24.516228070175437,3.6755587049094025,4.321622807017544,4.115566885964912,4.546758771929824,-1.5189035087719296,0.0,0.8140960679589342,graded,0,1.9757017543859652,1.57859649122807,2.0353947368421053,8.833771929824561,7.610526315789474,8.071929824561403,0.0
L-Y02,local,gemma-3-27b,1,1,0,1,strict,0.0,1,0,570,570,14.539473684210526,4.081116624592366,11.547412280701753,11.156634868421053,11.91911403508772,-11.49565789473684,0.0,0.7916289309342687,collapse,0,3.399385964912281,4.3653508771929825,4.157149122807017,5.5320175438596495,4.362719298245614,4.644736842105263,0.0
L-Y03,local,gemma-3-27b,1,1,0,1,lenient,0.0,1,0,570,570,28.32236842105263,3.0415480584103296,4.548552631578947,4.253411184210526,4.862243421052632,2.287236842105263,0.0,0.7623967052224255,graded,0,2.1590350877192983,1.3555263157894737,2.072061403508772,10.083333333333334,8.732456140350877,9.506578947368421,0.0
L-Y04,local,gemma-3-27b,1,1,0,1,rigorous,0.0,1,0,570,570,22.54561403508772,4.202594402291487,4.878377192982456,4.646646929824562,5.13127302631579,-3.489517543859649,0.0,0.819808879830287,graded,0,2.0012280701754386,1.9703508771929823,2.185394736842105,8.12061403508772,6.971929824561403,7.453070175438596,0.0
L-Y05,local,gemma-3-27b,1,1,0,1,exacting,0.0,1,0,570,570,21.401754385964914,4.451086091195869,5.466359649122807,5.214358552631579,5.728680921052631,-4.633377192982455,0.0,0.8328164699102802,graded,0,1.9757894736842105,2.3910526315789475,2.349342105263158,7.975877192982456,6.454824561403509,6.971052631578948,0.0
L-Z01,local,mistral-small-24b,1,1,0,1,neutral,0.0,1,0,570,570,23.628070175438598,5.348841649347487,3.6599561403508774,3.46315350877193,3.869055921052632,-2.4070614035087723,0.0017543859649122807,0.8714838432355764,graded,1,1.4857017543859647,1.9134210526315791,1.6078508771929825,8.635087719298246,6.981578947368421,8.011403508771929,0.0
L-Z02,local,mistral-small-24b,1,1,0,1,strict,0.0,1,0,570,570,0.0043859649122807015,0.086313230689885,26.03074561403509,25.440973684210526,26.607396929824564,-26.03074561403509,0.9964912280701754,-0.007023793109947932,refusal,568,8.792894736842106,8.70719298245614,8.536359649122808,0.0,0.0,0.0043859649122807015,0.0
L-Z03,local,mistral-small-24b,1,1,0,1,lenient,0.0,1,0,570,570,29.601754385964913,3.3392268991537093,4.762587719298246,4.438429824561404,5.1236875,3.566622807017544,0.0,0.7547005974667732,graded,0,2.3003508771929826,1.3236842105263158,2.0098684210526314,10.442105263157895,9.095614035087719,10.064035087719299,0.0
L-Z04,local,mistral-small-24b,1,1,0,1,rigorous,0.0,1,0,570,570,20.149122807017545,5.61151912200223,6.150657894736842,5.870565789473684,6.410440789473684,-5.8860087719298235,0.0035087719298245615,0.8603158395171452,graded,2,2.0786842105263155,2.8966666666666665,1.980219298245614,7.13859649122807,5.862280701754386,7.148245614035088,0.0
L-Z05,local,mistral-small-24b,1,1,0,1,exacting,0.0,1,0,569,569,19.115992970123024,6.308786135778637,7.040377855887523,6.749761643233743,7.325096660808437,-6.934578207381371,0.007029876977152899,0.8643737072687179,graded,4,2.016432337434095,3.4901754385964914,2.260921052631579,7.231107205623902,5.237719298245614,6.6456140350877195,0.0
M01,gemini,3-flash-preview,1,1,0,1,strict,0.0,1,0,99,99,23.033333333333335,8.518586371899403,4.225757575757576,3.5982007575757575,4.875037878787879,-4.162121212121211,0.0,0.9262717387791085,graded,0,1.3860000000000001,1.08425,2.157070707070707,8.00925,8.23625,6.842171717171717,0.0
